Ci9DQUlRQUNvZENodHljRjlvT2t4R2VFVkxSMWRRWVVkWk9YVm5hblpIVWxsUlMzYxAB,Fatikha Zulfatul Aulia,5,⭐⭐⭐⭐⭐,sebulan lalu,"kami mengajukan bantuan donasi buku utk proker KKN dan dpt acc, Alhamdulillah, terimakasih DPAD DIY 🙏 …"
Ci9DQUlRQUNvZENodHljRjlvT2s5NU5ucFVWelIwTlVsT1NHdzRVMlV3Ymt4SGQzYxAB,sans.ammthr_,5,⭐⭐⭐⭐⭐,setahun lalu,     
ChdDSUhNMG9nS0VJQ0FnSUNiMElHaW1RRRAB,Achyar,5,⭐⭐⭐⭐⭐,2 tahun lalu,Besar!
ChdDSUhNMG9nS0VJQ0FnSURIc3JudDBBRRAB,Yutan AB,4,⭐⭐⭐⭐,setahun lalu,Menyesap!
Ci9DQUlRQUNvZENodHljRjlvT2tVNFdFRkJiRWxmUVhKM00yWnhTWFJEUkY4elNuYxAB,Musthafa Kamal,4,⭐⭐⭐⭐,sebulan lalu,     
Ci9DQUlRQUNvZENodHljRjlvT21ZeFgyZDNSR2R5VFhvNVpWSTROMmhtWjNGRlNtYxAB,Zaki Atha,5,⭐⭐⭐⭐⭐,sebulan lalu,     
Ci9DQUlRQUNvZENodHljRjlvT2t4R2JVeERVbk4zUmtkeFRHMHdjV0l5WTFsNmNWRRAB,Zakia Azzahra,5,⭐⭐⭐⭐⭐,sebulan lalu,     
Ci9DQUlRQUNvZENodHljRjlvT25Kdk5IUm5lVXRWVmtwM1FVaFJSRTFPWjNCSldrRRAB,Yovindaintyart,5,⭐⭐⭐⭐⭐,sebulan lalu,     
Ci9DQUlRQUNvZENodHljRjlvT2tKSVRYZzNkV3R1UkRSaU9IVmhjRUo2WDNFNGVGRRAB,Cantika Yulia Nur Antia,5,⭐⭐⭐⭐⭐,2 bulan lalu,     
Ci9DQUlRQUNvZENodHljRjlvT2pKdFJuUTRReTFoUkRVNVJuVktXVjl0UkdwMmVtYxAB,Avila Vanda,5,⭐⭐⭐⭐⭐,8 bulan lalu,     
Ci9DQUlRQUNvZENodHljRjlvT2taNlFtOUtSMFZZTTBoZmMybFVaMUpIWldFNGRHYxAB,NdahBina rahma,5,⭐⭐⭐⭐⭐,setahun lalu,     
ChZDSUhNMG9nS0VJQ0FnSURqa2JLMkpREAE,Jofie User,5,⭐⭐⭐⭐⭐,2 tahun lalu,     
ChZDSUhNMG9nS0VJQ0FnSUMtNTR6amJ3EAE,Devia Sukmawanti,5,⭐⭐⭐⭐⭐,3 tahun lalu,     
ChZDSUhNMG9nS0VJQ0FnSURHX1ozZGV3EAE,Rikki Siadari,5,⭐⭐⭐⭐⭐,4 tahun lalu,     
ChZDSUhNMG9nS0VJQ0FnSUQ2d3NYdk5nEAE,Putu Dian,5,⭐⭐⭐⭐⭐,4 tahun lalu,     
ChZDSUhNMG9nS0VJQ0FnSURxZ2FIX2FREAE,Dona Pasa,5,⭐⭐⭐⭐⭐,5 tahun lalu,     
